content,Score,Scoring String,Negativity,Positivity,Uncovered Tokens,Total Tokens,sentiment
police had put up the court order obtained to stop the lawan protest along the masjid jamek route organisers said the rally tomorrow is cancelled,-0.820512821,stop (-0.31)  protest (-0.26)  cancelled (-0.26),0.820512821,0,22,25,negative
prime minister to be will be sworn in on the th day on the th month of the lunar calender supported by mp s yat yat sei well nothing auspicious about that day to me lah the biggest ghost getting sworn in on that day notmypm lawanintimidasi lawan,0.282051282,supported (0.33)  well (0.28)  ghost (-0.33),0.333333333,0.615384615,45,48,positive
kononnya pdrm stopped the lawan protest from happening which was already cancelled clowns,-0.743589744,stopped (-0.23)  protest (-0.26)  cancelled (-0.26),0.743589744,0,10,13,negative
butterflies and hurricanes lawan,0,,0,0,4,4,neutral
sedihnya tgk hak bersuara rakyat skrg belum apa surat dah sampai rumah takpe kita buat secara online pon boleh lawan,0.487179487,hak (0.49),0,0.487179487,19,20,positive
to all malaysians get ready with your popcorn amp enjoy watching on how the new government gonna fail again i hope it has a happy ending lawan,1.487179487,ready (0.38)  enjoy (0.56)  fail (-0.64)  hope (0.49)  happy (0.69),0.641025641,2.128205128,22,27,positive
hafizeys lawan,0,,0,0,2,2,neutral
apa yang takut sangat dengan budak budak lawanintimidasi lawan kerajaanbangsat,0,,0,0,10,10,neutral
pdrm is well aware that the protes is off they re closing more street than needed as they need the public to be in a state of inconvenience and then blamed lawan for the hassles remember that kitajagakita and don t allow them to turn us against each other,-0.41025641,well (0.28)  inconvenience (-0.38)  blamed (-0.54)  allow (0.23),0.923076923,0.512820513,45,49,negative
dah batal dan dah terima notis pembatalan tapi polis masih insecure lawan,-0.461538462,insecure (-0.46),0.461538462,0,11,12,negative
all of this for a cancelled protest lawan lawanintimidasi,-0.512820513,cancelled (-0.26)  protest (-0.26),0.512820513,0,7,9,negative
kenapa polis tak pakai mask lawan,0,,0,0,6,6,neutral
shall we fly benderahitam till ge lawan,0,,0,0,7,7,neutral
semalam nak lawan tak boleh harini dia lawanbalik boleh,0,,0,0,9,9,neutral
siap pasang pagar betul punya takut dengan suara rakyat ye lawan,0,,0,0,11,11,neutral
you can t stop lawyers lawan,-0.307692308,stop (-0.31),0.307692308,0,5,6,negative
ogos polis dah diberi notis pembatalan himpunan lawan apa drama sekarang sampai nak lawat rumah aktivis dan tutup dataran merdeka,0,,0,0,20,20,neutral
three police officers came by to my place to serve an ex parte order against the cancelled lawan protest tomorrow,-0.512820513,cancelled (-0.26)  protest (-0.26),0.512820513,0,18,20,negative
tutup lrt tutup jalan buat apa menyusahkan orang saja lawan lawanintimidasi,0,,0,0,11,11,neutral
why is their freedom of assembly more important than the freedom of lawan participants last night antara dua darjat,1.846153846,freedom (0.82)  important (0.21)  freedom (0.82),0,1.846153846,16,19,positive
the late hour visit by the police is also an intimidation tactic for a rally that isn t even going to happen lawan,-0.461538462,intimidation (-0.46),0.461538462,0,22,23,negative
sia je people risking their lives for lawan yet this kerajaaangagal still got their uturn dont u feel ashamed u fail ismail sabri u are the cause that cases k nowdays the audacity to become pm huh what a joke notmypm,-1.205128205,risking (-0.33)  ashamed (-0.54)  fail (-0.64)  joke (0.31),1.512820513,0.307692308,37,41,negative
kngcaesar lawan,0,,0,0,2,2,neutral
penatnya lah numanafifi takterqyira amirxabdhadi they were already at the police station yesterday and then they find the police outside their houses today clear intimidation attempts to harass and wear them down solidarity lawan milkteaalliance,-0.307692308,clear (0.41)  intimidation (-0.46)  harass (-0.56)  solidarity (0.31),1.025641026,0.717948718,31,35,negative
taliban penjahatperang lawan,0,,0,0,3,3,neutral
madiazmadi lawan,0,,0,0,2,2,neutral
pdrmsia xdpt memo ke buat bodoh ni lawan lawanintimidasi lawantetaplawan poliskoyak,0,,0,0,11,11,neutral
azraeimuhamad ya lawan dengan fakta bukan semborono,0,,0,0,7,7,neutral
ada perarakan lain ka esok setahu saya and tuan acp himpunan lawan esok dah dibatalkan,0,,0,0,15,15,neutral
lawan sangat la dah tahu benda salah dah tahu akan ditangkap jgn salahkan polis sbb tu mmg kerja diorang kau tu yg langgar undang mmg la kena cekup tak bagi kerjasama plak tu,0,,0,0,33,33,neutral
yes they should fear us they may stop us tomorrow but they wont be able to stop the youth movement that is growing and its gonna explode on them one day lawan,-0.564102564,yes (0.44)  fear (-0.56)  stop (-0.31)  stop (-0.31)  growing (0.18),1.179487179,0.615384615,27,32,negative
solidarity with numanafifi takterqyira amp amirxabdhadi harassment of activists by police is a common problem in the milkteaalliance and our malaysian friends have stood with us often time to stand with them lawan,-0.230769231,solidarity (0.31)  harassment (-0.64)  problem (-0.44)  friends (0.54),1.076923077,0.846153846,29,33,negative
alifafiq kita kena lawan,0,,0,0,4,4,neutral
lawan lawantetaplawan lawanintimidasi poliskoyak,0,,0,0,4,4,neutral
nshrqmh saya belajar dari lawan juga kena berani berkata yang benar,0,,0,0,11,11,neutral
kita haruslah pertanggungjawabkan pihak polis kerana menindas rakyat dan menafikan kebebasan bersuara kita inilah antara sebab kenapa kami lawan tolakintimidasi lawanintimidasi,0,,0,0,21,21,neutral
look i know it s hungry ghost season dy but the lawan protest has been cancelled since wednesday ye polis pun sudah terima makluman pembatalan ni some of us have laundry to do besok,-0.846153846,ghost (-0.33)  protest (-0.26)  cancelled (-0.26),0.846153846,0,31,34,negative
takut betul kerajaan dengan orang muda sampai tutup jalan kan depa dah kata event lawan esok cancel mende entah bazir resources,-0.256410256,cancel (-0.26),0.256410256,0,20,21,negative
the police should release them immediately after being shown this the police shouldn t even be at their houses lawan,0,,0,0,20,20,neutral
wait so many police for this and we have jibby freely walking outside and skipping trials well done lawanintimidasi lawan stillnotmypm,0.769230769,freely (0.49)  well (0.28),0,0.769230769,19,21,positive
tahniah pdrm kerana berjaya menghalang perhimpunan yang telah dibatalkan pdrm pun telah dgn rasminya menerima notis pembatalan daripada kami lawan,0,,0,0,20,20,neutral
you belong to fb if you say tulah time covid ni kenapa nak demo bagai k lost their lives and you can see almost everyday last week the mps gathered everywhere not adhering to sop to discuss their political survival zero arrest lawan,-0.692307692,lost (-0.33)  arrest (-0.36),0.692307692,0,41,43,negative
kerajaangagal lawan,0,,0,0,2,2,neutral
kita bersangka baik perhimpunan hantu agaknya maklumlah hungry ghost festival kan lawan,0.230769231,ghost (-0.33)  festival (0.56),0.333333333,0.564102564,10,12,positive
so police pergi rumah activists to serve court s order which is still questionable what law they used not to attend be part of lawan tomorrow when actually the protest has been cancelled earlier this week facepalm lawanintimidasi,-0.820512821,questionable (-0.31)  protest (-0.26)  cancelled (-0.26),0.820512821,0,35,38,negative
mana ada gathering polis dah terima pon surat yang mengatakan lawan organiser dah cancel ni polis saja nak bagi orang marah ke tak pasal pasal,-0.256410256,cancel (-0.26),0.256410256,0,24,25,negative
to muhyiddin n ismail sabri supporters please take a look at this and you still support them sedar tak berapa ramai yg lawan,1.256410256,supporters (0.49)  please (0.33)  support (0.44),0,1.256410256,20,23,positive
mistaalep mlalyanblh cheroktokun apa lagi meh laa kita guling guling kat dataran lawan,-0.076923077,meh (-0.08),0.076923077,0,12,13,negative
lawan you must be the change that you wish to see in the world mahatma gandhi partimuda,0.435897436,wish (0.44),0,0.435897436,16,17,positive
azraeimuhamad semoga gory tabah amp kental dalam sehari dua ni lawan,0,,0,0,11,11,neutral
according to muda s secretary general amir abd hadi a group of police officer appeared at his family s residence to show a court order to amirxabdhadi in relation to the keluar lawan rally tomorrow however the organisers has announced that the rally is cancelled,-0.256410256,cancelled (-0.26),0.256410256,0,44,45,negative
every pic of him looks like he just smoked weed and did crack at the same time idk lawan notmypm,0.282051282,like (0.38)  idk (-0.10),0.102564103,0.384615385,18,20,positive
walaupun kita belum menang tapi nampak jelas siapa yang gigih meeting siang malam untuk kuasa anak masuk af pun tak dapat bagi nafkah kat bapa biasa pandemik tade job masa ke masa kesedaran akan tiba tapi bab makcik kiah ketiak bau bawang tu biar lah dia lawan,0,,0,0,47,47,neutral
sekumpulan anggota polis dari ipk kl telah hadir kerumah keluarga saya bagi menyerahkan surat mahkamah berkaitan himpunan lawan yang dijadual esok penganjur umum himpunan batal beberapa hari lalu berikutan perletakan jawatan muhyiddin mereka takut covid atau suara rakyat,0,,0,0,38,38,neutral
pm mereka dtg untuk serah perintah mahkamah yg larang sy drpd berada di sekitar masjid jamek dan sogo esok sy akan buat keputusan secepatnya berkenaan tindakan yg akan sy ambil saudara anak muda ini tidak gentar kpd sesiapa kecuali penciptanya selamat malam lawan,0,,0,0,43,43,neutral
next time lawan gatherings kat hotel je la where are the police and black marias everyone seems to be okay with this kerajaaangagal,0.230769231,okay (0.23),0,0.230769231,22,23,positive
yes u are strong yes u are getting stronger but do not ever forget others are getting stronger too yes u lose now why trigger factor is not you they pour the gasoline you ignite the fire then they buried u once they achieved their goal years scam going strong lawan lg,1.58974359,yes (0.44)  strong (0.59)  yes (0.44)  stronger (0.41)  forget (-0.23)  stronger (0.41)  yes (0.44)  lose (-0.44)  fire (-0.36)  scam (-0.69)  strong (0.59),1.717948718,3.307692308,41,52,positive
bangkitlah rakyat malaysia anwaribrahim mohdshafieapdal lawan,0,,0,0,6,6,neutral
esok lawan,0,,0,0,2,2,neutral
they said protest on st aug and the police said we re blocking all roads aha and then they said protest cancelled gotcha lawan,-1.179487179,protest (-0.26)  blocking (-0.41)  protest (-0.26)  cancelled (-0.26),1.179487179,0,20,24,negative
what the lawan,0,,0,0,3,3,neutral
btw the reason the lawan rally is cancelled and why there s no fight is because it was all geared towards ph cos it s not organised by ph it s organised by bn,-0.974358974,cancelled (-0.26)  no (-0.31)  fight (-0.41),0.974358974,0,31,34,negative
wow belum angkat sumpah da langgar s o p ke s o p memang untuk rakyat je kerajaangagal kerajaangagal lawan,0.717948718,wow (0.72),0,0.717948718,19,20,positive
in solidarity with brothers and sisters in malaysia keep fighting injustice and abusive power lawan,-1.58974359,solidarity (0.31)  fighting (-0.38)  injustice (-0.69)  abusive (-0.82),1.897435897,0.307692308,11,15,negative
malaysiagazette tolong jangan langgar court order dan pkp laws duduk rumah dan lawan covid lagi bagus,0,,0,0,16,16,neutral
do you not see how chilling this is the new prime minister s first day and dataran merdeka is now closed multiple roadblocks all around and police are showing up to houses in the middle of the night to give out court orders we must lawan now more than ever,-0.025641026,chilling (-0.03),0.025641026,0,49,50,negative
one of the things we do need help with is finding more events we know there is alot more going on we know that we missed a bunch of whatishappeninginthailand amp lawan events due to not being well linked in to those movements we also aren t on facebook s,0.41025641,help (0.44)  missed (-0.31)  well (0.28),0.307692308,0.717948718,47,50,positive
bsyrysff lawan,0,,0,0,2,2,neutral
deleabduls sia je followers lawan turun padang haritu,0,,0,0,8,8,neutral
terus marah dan terus lawan biarlah keputusan pimpinan negara ditangan rakyat setakat dolak dalik akuan sumpah ni go to hell laaa pru here we come,-0.923076923,hell (-0.92),0.923076923,0,24,25,negative
tak kisah lah siapa jadi pm yang penting hari ni sanji amp zoro dah start gocoh dengan queen amp king lawan,0,,0,0,21,21,neutral
jangan mengaku kalah ya kawan ini bukan pengakhiran tetapi ini permulaan bagi pengakhiran kita tetap akan lawan,0,,0,0,17,17,neutral
drmusanordin lagacawan kita harus wajibalghunah lawan ismailsabri umnoonline kerajaankleptorat rakyathumbanbn shahrilhamdan pemudaumnomy,0,,0,0,12,12,neutral
meski himpunan lawan dibatalkan polis tutup jalan di kl,0,,0,0,9,9,neutral
berani kerana benar it s not over till the fat lady sings keep fighting my fellow comrades lawan partimuda,-0.384615385,fighting (-0.38),0.384615385,0,18,19,negative
menteribesarns milosuam anwaribrahim lawan terus,0,,0,0,5,5,neutral
a reminder to all the lawan protest scheduled for tomorrow has been cancelled however our lawan is far from over we will continue to pressure those in positions of power,-0.820512821,protest (-0.26)  cancelled (-0.26)  pressure (-0.31),0.820512821,0,27,30,negative
police have obtained a court order to stop any gatherings or rallies within a one kilometre radius of sogo complex and masjid jamek tomorrow this comes despite the cancellation of the lawan protest which was originally scheduled for tomorrow,-0.564102564,stop (-0.31)  protest (-0.26),0.564102564,0,37,39,negative
peringatan buat semua rakan rakan protes lawan yang sebelum ini telah dijadualkan besok telah dibatalkan walau bagaimanapun lawan kita belum benar benar berakhir lagi kita akan terus menekan mereka yang memegang tampuk kuasa,0,,0,0,33,33,neutral
security advisory we are receiving reports that police are coming to houses of activists linked to lawan protest movement we are advising activists and organisers to be on high alert take necessary precautions and notify their lawyers there may be arrest,0.051282051,security (0.36)  protest (-0.26)  alert (0.31)  arrest (-0.36),0.615384615,0.666666667,37,41,positive
adik lawan tapi abang majubersama definitely a set of siblings with check and balance,0.435897436,definitely (0.44),0,0.435897436,13,14,positive
untuk tanah airku yang tercinta demi generasi yang akan datang kami takkan menyerah kalah dan putus asa demi malaysia lawan,0,,0,0,20,20,neutral
haziqzolkiflee lawan,0,,0,0,2,2,neutral
kita bukan kalah cuma kita dikhianati bukan hari ini tetapi sejak langkah syaiton lagi lawan,0,,0,0,15,15,neutral
polis dah tak dak keja lawan,0,,0,0,6,6,neutral
nananasir kita lawan,0,,0,0,3,3,neutral
jangan putus asa dengan malaysia kita mahu tumbangkan bn dalam pru mereka tumbang kita seru muhyiddinout akhirnya dia out namun dalam mana perjuangan pun tentu ada kepahitan cabaran amp dugaan kita cuma kalah apabila kita menyerah kalah teruskan berjuang lawan,0,,0,0,40,40,neutral
ericknarrr olivedean qayyumlatifs arzmoha anwaribrahim masalahnya kenapa salahkan rakyat sahaja tapi tak salahkan menteri dan ahli parlimen pn kalau tsmy pergi ziarah presiden pas kamu angguk saja kalau tsmy bawa ramai menteri datang rumah okay,0.230769231,okay (0.23),0,0.230769231,34,35,positive
still notmygovernment still notmypm lawan,0,,0,0,5,5,neutral
muhammad alias jom lawan,0,,0,0,4,4,neutral
lawan jangan lupa daftar undi geng,0,,0,0,6,6,neutral
the power of democracy should never be undermined this is what happens when a country has no regard for its people and what they need please register to vote and complete borang a upon registering at do ur part it s ur power lawan,-0.358974359,undermined (-0.38)  no (-0.31)  please (0.33),0.692307692,0.333333333,41,44,negative
saifuddinshafi rapatkan saf kita maju terus terus melawan lawan,0,,0,0,9,9,neutral
anwar ibrahim supporters being a sore loser kerajaaangagal lawan,-0.512820513,supporters (0.49)  sore (-0.38)  loser (-0.62),1,0.487179487,6,9,negative
dengar cerita warga facebook tengah sibuk gelakkan dan mempadanmukakan rakyat yang lawan untuk desak muhyiddin letak jawatan dulu,0,,0,0,18,18,neutral
zeegzag winaaaaaaaaaaa boleh suruh geng geng lawan buat macam aku cakap korang kena salurkan resources korang dekat channel yang betul benda yang betul buktikan yang politikus sekarang ni takleh pakai banyak jenayah dalam kelambu,0,,0,0,34,34,neutral
syaaahiddd guna nama lawan je diorang ni,0,,0,0,7,7,neutral
pdrm criminals are at parliament you go to peoples house for what no sense ka sejak bila korang berkhidmat utk penjenayah you serve the people you should not act like samseng beruniform lawan lawanintimidasi,-0.615384615,criminals (-0.69)  no (-0.31)  like (0.38),1,0.384615385,31,34,negative
kita kena sewa vellfire atau alphard utk para aktivis lawan supaya mereka boleh bergerak sesuka hati tanpa intimidasi dari polis,0,,0,0,20,20,neutral
lawan tetap lawan anwaribrahim lawan lawanintimidasi,0,,0,0,6,6,neutral
poop by any other name still smell like shit lawan notmypm kerajaangagal,-0.282051282,like (0.38)  shit (-0.67),0.666666667,0.384615385,10,12,negative
lawan hey pdrm nama pun dataran merdeka pasang dawai macam penjajah kenapa takut sgt ke i can only laugh,0.666666667,laugh (0.67),0,0.666666667,18,19,positive
gerakmalaysia lawan,0,,0,0,2,2,neutral
yeeshan is someone i truly look up to a union organizer teacher and someone who has long fought for the oppressed and marginalized blatant fascism at play lawanintimidasi acab lawan,-0.025641026,truly (0.49)  fought (-0.33)  oppressed (-0.54)  play (0.36),0.871794872,0.846153846,26,30,negative
tak perlu penerangan bersih kerajaangagal lawan ismailsabri,0,,0,0,7,7,neutral
polis sedang turun ke semua rumah aktivis lawan sekarang,0,,0,0,9,9,neutral
amelia mastura sporchelvan i am with you i cried for our malaysia but vote we must power is in the stand of our votes even with billions stolen they could not rig the results in the end we all gathered outside and stood in peace that is what we,-0.461538462,cried (-0.41)  stolen (-0.56)  rig (-0.13)  peace (0.64),1.102564103,0.641025641,45,49,negative
fkrlsd elok la senang sikit kerja dah x ada penyamun dlm kain yg penting lawan tetap lawan,0,,0,0,17,17,neutral
terkini dari telegram lawan kami mendapat tahu bahawa mereka datang untuk menyerah perintah mahkamah mengenai protes yang telah dibatalkan esok we ve been told that they came to hand over a court order on tomorrow s protest that s been cancelled,0.051282051,hand (0.56)  protest (-0.26)  cancelled (-0.26),0.512820513,0.564102564,38,41,positive
nfrhanah lawan,0,,0,0,2,2,neutral
la protesta lawan richiede le dimissioni del primo ministro malese per la gestione della pandemia,0,,0,0,15,15,neutral
change is the way to move lawan,0,,0,0,7,7,neutral
kekal lawan,0,,0,0,2,2,neutral
you know what lawan partimuda,0,,0,0,5,5,neutral
tukar kerajaan umpama tukar tong sampah baru je isinya tetap sampah notmypm lawan savemalaysia,0,,0,0,14,14,neutral
tak perlu penerangan anwaribrahim kerajaangagal lawan,0,,0,0,6,6,neutral
kenapa sampai roadblock boss protes dah cancel sebelum korang minta kot takut dengan suara muda lawan lawanintimidasi,-0.256410256,cancel (-0.26),0.256410256,0,16,17,negative
mkini bm penghasut rakyat lawan gomen ka,0,,0,0,7,7,neutral
selepas pm letak jawatan tahniah warga twitter sebab kempen lawan kerajaaangagal kita berjaya desak kerajaan ni tumbang selepas pm dilantik inilah yang umno mahukan desak muhyidin letak jawatan diorang naik,0,,0,0,30,30,neutral
update from lawan telegram kami mendapat tahu bahawa mereka datang untuk menyerah perintah mahkamah mengenai protes yang telah dibatalkan esok we ve been told that they came to hand over a court order on tomorrow s protest that s been cancelled,0.051282051,hand (0.56)  protest (-0.26)  cancelled (-0.26),0.512820513,0.564102564,38,41,positive
wait they are going to lawan activist houses when they cancelled lawan why,-0.256410256,cancelled (-0.26),0.256410256,0,12,13,negative
mark this onwards where lawan failed amp country when down,-0.58974359,failed (-0.59),0.58974359,0,9,10,negative
nasib baik tertutup kalau terbuka nanti habislah virus akan ketuk pintu bangunan anda jaga jaga bila keluar mask jangan lupa lawan seranganpertama,0,,0,0,22,22,neutral
numanafifi deliberately doing this because road closures are inconvenient to some people to shift the blame on to the lawan organisers masters of manipulation,-1.025641026,inconvenient (-0.36)  blame (-0.36)  manipulation (-0.31),1.025641026,0,21,24,negative
masnitasha nizambakeri lagacawan awat guna bendera hitam putih tu nak lawan jangan sampai hina jalur gemilang setiap warna mempunyai makna tersendiri,0,,0,0,21,21,neutral
take one of us down two will take our place lawan,0,,0,0,11,11,neutral
police is at one of the activist s house all intimidations by state apparatus must stop lawan,-0.666666667,intimidations (-0.36)  stop (-0.31),0.666666667,0,15,17,negative
mohon rujuk telegram lawan untuk maklumat,0,,0,0,6,6,neutral
we are receiving reports that police are coming to houses of activists linked to lawan protest movement we are advising activists and organisers to be on high alert take necessary precautions and notify their lawyers there may be arrest,-0.307692308,protest (-0.26)  alert (0.31)  arrest (-0.36),0.615384615,0.307692308,36,39,negative
security advisory kami menerima laporan bahawa pihak polis sudah mula ke rumah aktivis terlibat dengan gerakan lawan kami menasihati agar aktivis amp penggerak untuk ambil perhatian serta langkah berjaga jaga amp maklumkan pada peguam besar kemungkinan ada tangkapan,0.358974359,security (0.36),0,0.358974359,37,38,positive
tahniah kepada segala gagal yang telah gagal dan diberikan wajah yang baru semoga sentiasa gagal dan mandat rakyat dikembalikan semula notmypm lawantetaplawan lawan kecewa,0,,0,0,24,24,neutral
they are so scared of lawan,-0.487179487,scared (-0.49),0.487179487,0,5,6,negative
the protest was cancelled yet the police are still going to activists house right now is this a police state lawan lawanintimidasi,-0.512820513,protest (-0.26)  cancelled (-0.26),0.512820513,0,20,22,negative
this got me really confused on what ground pdrmsia is investigating these activists to date totally no crime is committed pertaining to lawan protest on august which has been cancelled earlier,-1.512820513,confused (-0.33)  no (-0.31)  crime (-0.64)  committed (0.28)  protest (-0.26)  cancelled (-0.26),1.794871795,0.282051282,25,31,negative
kerajaaangagal lawan,0,,0,0,2,2,neutral
luqmanlong syedsaddiq lawan lawan,0,,0,0,4,4,neutral
the protest is cancelled why are they harassing and intimidating the organisers lawan lawanintimidasi,-1.641025641,protest (-0.26)  cancelled (-0.26)  harassing (-0.64)  intimidating (-0.49),1.641025641,0,10,14,negative
tak sekarang ni apa alasan polis datang ketuk rumah satu satu ni lawan lawanintimidasi,0,,0,0,14,14,neutral
what is up with this harrassment the more you try to quell the fire the larger it will burn lawanintimidasi lawan,-0.358974359,fire (-0.36),0.358974359,0,20,21,negative
hafriziqbal kita lawan sampai suara kita didengar lawan,0,,0,0,8,8,neutral
just wondering why people are blaming the government for shutting down the public transport if theres no protest gathering in the first place it will operate as usual isn t it so who is the root to this situation lawan,-1.128205128,blaming (-0.56)  no (-0.31)  protest (-0.26),1.128205128,0,37,40,negative
walau protes telah diumumkan batal oleh sektretariat solidariti rakyat namun intimidasi terhadap aktivis sudah bermula setakat ini sebuah rumah aktivis telah pun didatangi pihak polis lawan kerajaangagal tolakintimidasi,0,,0,0,28,28,neutral
stay safe everyone lawan,0.487179487,safe (0.49),0,0.487179487,3,4,positive
mendapat khabar berita buruk polis sedang memburu rakan rakan aktivis yang terlibat dalam protes lawan asheeqali pun kena polis dah tunggu di rumah dia selamat datang ke dunia tirani hentikanintimidasi,0,,0,0,30,30,neutral
kita dah cancel protes esok kenapa polis sampai nk dtg rumah org ni hentikanintimidasi lawan,-0.256410256,cancel (-0.26),0.256410256,0,14,15,negative
the government is so afraid with voice of youth till public transportation needed to be shut seriously lawantetaplawan lawan,-0.179487179,seriously (-0.18),0.179487179,0,18,19,negative
we don t have a prime minister or a home minister where is p m getting the directive for the unlawful crackdown on activists lawan lawanintimidasi,0,,0,0,26,26,neutral
drthanussha syedsaddiq lawan lawan lawan,0,,0,0,5,5,neutral
police are setting up unnecessary precautions with closing down public transportation setting up roadblocks and intimidating organizers we have informed pdrm that the lawan protest is off,-0.743589744,intimidating (-0.49)  protest (-0.26),0.743589744,0,25,27,negative
ariep kimi musuh rakyat sepatutnya adalah covid kalau nak lawan baik pergi jadi sukarelawan di ppv,0,,0,0,16,16,neutral
cops obtain court order to stop cancelled second lawan rally,-0.564102564,stop (-0.31)  cancelled (-0.26),0.564102564,0,8,10,negative
police intimidation ain t over yet lawan,-0.461538462,intimidation (-0.46),0.461538462,0,6,7,negative
we got word that police are going to people s houses in anticipation for tommorow s cancelled protest tak serik lawan,-0.41025641,anticipation (0.10)  cancelled (-0.26)  protest (-0.26),0.512820513,0.102564103,18,21,negative
chairmanglc balas dendam pru lawan,0,,0,0,5,5,neutral
the lawan protest is not happening tomorrow tell your friends we have called it off,0.282051282,protest (-0.26)  friends (0.54),0.256410256,0.538461538,13,15,positive
protes lawan ni dah pun dimaklumkan pada pihak berkuasa rabu lalu dibatalkan hari ini mahkamah keluarkan larangan amp rapidkl umum nak hentikan sebahagian operasi esok,0,,0,0,25,25,neutral
abang memegang janji lawantetaplawan lawan sampai menang,0,,0,0,7,7,neutral
muhdarif hahahaha pastu geng ni juga lah acah lawan demi malayisa,0,,0,0,11,11,neutral
makluman protes tidak digerakkan esok maklumat sahih di telegram lawan,0,,0,0,10,10,neutral
peringatan protes lawan pada ogos telah dibatalkan,0,,0,0,7,7,neutral
did police not get the memo that lawan punya protest is cancelled beria weh,-0.512820513,protest (-0.26)  cancelled (-0.26),0.512820513,0,12,14,negative
another heavy handed response by state apparatus almost road closures and road blocks against lawan protest even though the organisers are not proceeding with it,-0.487179487,blocks (-0.23)  protest (-0.26),0.487179487,0,23,25,negative
kapal yang sama nakhoda yang berbeza lawan,0,,0,0,7,7,neutral
icymi the physical street protest on aug is not happening do continue to lawan at home and keep our government accountable,-0.256410256,protest (-0.26),0.256410256,0,20,21,negative
rally organisers informed that the lawan protest scheduled to take place tomorrow at the city centre is cancelled,-0.512820513,protest (-0.26)  cancelled (-0.26),0.512820513,0,16,18,negative
peringatan protes lawan dibatalkan esok sebarkan amp dapatkan maklumat di,0,,0,0,10,10,neutral
ambil maklum protes lawan esok dibatalkan walau tuntutan tetap berjalan info lanjut di telegram lawan,0,,0,0,15,15,neutral
not happy with the current government it s not too late we can still lawan,0.692307692,happy (0.69),0,0.692307692,14,15,positive
kamu bungkam orang ribu lagi akan keluar melawan lawantetaplawan lawan,0,,0,0,10,10,neutral
chanelybangtan yes esok kita lawan,0.435897436,yes (0.44),0,0.435897436,4,5,positive
panji hitam tanda lawan tetap takkan turun salah silap tetap akan dibangkang lawantetaplawan,0,,0,0,13,13,neutral
in light on whats happening i strongly urge those that has not register to vote in the upcoming general elections to do so here is the link and exercise your civic duty for you constituency ge notmypm lawanintimidasi lawan partimuda,0.282051282,strongly (0.28),0,0.282051282,39,40,positive
anwar ibrahim didn t lose we malaysians did lawan,-0.435897436,lose (-0.44),0.435897436,0,8,9,negative
mohon kongsikan himpunan lawan esok hb ogos telah dibatalkan,0,,0,0,9,9,neutral
luqmanlong syedsaddiq lawan apa tu,0,,0,0,5,5,neutral
anak muda gunakan biadap ini utk me lawan,0,,0,0,8,8,neutral
lawan pm malaysia,0,,0,0,3,3,neutral
mudasudahmula lawan,0,,0,0,2,2,neutral
america has notmypresident we have notmypm notmyprimeminister lawan kerajaangagal kerajaaangagal kerajaangagal,0,,0,0,11,11,neutral
wearing black scrubs tomorrow despite lawan cancelled can t brain ismail sabri in office,-0.256410256,cancelled (-0.26),0.256410256,0,13,14,negative
the fight still goes on until justice is served lawan,0.205128205,fight (-0.41)  justice (0.62),0.41025641,0.615384615,8,10,positive
if not for covid and concern for the well being of our elders vulnerable loved ones confirm the streets will be filled w unprecedented protest what we are seeing is just the tip of the iceberg pls sedar sikit lawan,0.615384615,well (0.28)  vulnerable (-0.23)  loved (0.74)  protest (-0.26)  pls (0.08),0.487179487,1.102564103,35,40,positive
drthanussha syedsaddiq pdrmsia sampah lawan bukan mewakili rakyat malaysia please chill,0.333333333,please (0.33),0,0.333333333,10,11,positive
ph takkan membentuk kerajaan selagi ada musibat duri dalam daging percayalah lawan,0,,0,0,12,12,neutral
khairizulfadhli awai tutup tak kalut ngam ii tutup tarikh amp masa yang sama penakut kita lawan,0,,0,0,16,16,neutral
nikkeiasia only one word lawan,0,,0,0,5,5,neutral
ye wei sumpah cakap penat lawan sebab nak kerajaan baru yg boleh bawak perubahan bukan orang dari kerajaan lama bangga lah dsis sebab dari tpm jadi pm gantikan tempat muhyiddin kita lawan sebab nak kan perubahan tp mcm ni ke rakyat dapat setelah berusaha mempertahankan hak,0.487179487,hak (0.49),0,0.487179487,45,46,positive
tw injuries bruises broken camera but this will not stop us they thought yelling bruises injuries intimidation will stop us but it will not it will just make people angrier and lawan more,-2.205128205,broken (-0.54)  stop (-0.31)  intimidation (-0.46)  stop (-0.31)  angrier (-0.59),2.205128205,0,28,33,negative
jkjeonsgal fincognitus liyaana bagi saya ada dua kesilapan mereka dalam perhimpunan tak jaga sop tunggang isu lawan terhadap mangsa covid,0,,0,0,20,20,neutral
gerakmalaysia ya tahu marah kat kerajaan sekarang tapi kenapa bendera negara malaysia yang perlu diubah warna jika anda buat begini tiada beza anda dengan kerajaan tak kisah nak lawan kerajaan tapi hormatlah jalur gemilang kita,0,,0,0,35,35,neutral
faridabutalib kecewa bukan bermakna mengalah kita lawan,0,,0,0,7,7,neutral
i wanna say it once but i am going to say it loud i dont owe anyone anything i am fighting and keeping the lawan fight up what r u guys doing aside from tagging me and hopping to get some content out of me,-0.794871795,fighting (-0.38)  fight (-0.41),0.794871795,0,43,45,negative
